pdf_article_link,article_name,abstract,keywords,keywords_score,language
https://jurnal.ipb.ac.id/index.php/jikk/article/view/36178/22417,FAKTOR-FAKTOR YANG MEMENGARUHI KEPUTUSAN PEMBELIAN DI INSTAGRAM: PERAN TRUST SEBAGAI VARIABEL MEDIATOR,"Makin banyaknya pelaku bisnis online dan tidak sedikit yang melakukan penipuan mengharuskan konsumen lebih selektif dalam memilih online shop sebelum memutuskan melakukan pembelian. Penelitian ini bertujuan untuk menganalisis pengaruh brand image, perceived risk, e-service quality, dan Electronic Word of Mouth (eWOM) terhadap keputusan pembelian di Instagram melalui trust sebagai variabel mediator. Desain penelitian yang digunakan yaitu cross-sectional study dengan pendekatan kuantitatif. Responden adalah masyarakat Indonesia yang pernah berbelanja di Instagram minimal satu kali selama enam bulan terakhir, berusia di atas 17 tahun dan berdomisili di Jabodetabek dengan jumlah 300 orang yang ditentukan secara voluntary sampling. Data dikumpulkan dengan cara mengisi kuesioner secara daring. Riset membuktikan terdapat pengaruh signifikan dan positif brand image dan eWOM terhadap keputusan pembelian melalui trust. Sebaliknya, tidak ada pengaruh yang signifikan antara perceived risk dan e-service quality terhadap keputusan pembelian melalui trust. Konsumen harus selektif dalam memilih merek, mencari, dan mengumpulkan informasi barang yang akan dibeli. Dalam hal ini, peran Pemerintah pun sangat penting untuk meningkatkan keberdayaan konsumen.","['pembelian', 'konsumen', 'keputusan']","[0.08443823311502613, 0.07889016744070293, 0.0774950155562092]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/33105/21871,EVALUASI PELAKSANAAN PENDIDIKAN KELUARGA PADA KAMPUNG KB DI KABUPATEN/KOTA PROVINSI SUMATRA BARAT,"Pelaksanaan pendidikan keluarga pada Kampung KB di Kabupaten/Kota Provinsi Sumatra Barat untuk mengatasi masalah kependudukan belum pernah dievaluasi sejak dicanangkan tahun 2016. Penelitian ini bertujuan untuk mengevaluasi pelaksanaan pendidikan keluarga pada Kampung KB di Kabupaten/Kota Provinsi Sumatra Barat. Penelitian ini menggunakan desain studi evaluatif dengan pendekatan kualitatif dan kuantitatif di Kota Padang, Kota Padang Panjang, Kabupaten Pasaman Barat, dan Kota Solok yang dipilih secara purposif pada tahun 2018 pada periode bulan Juli hingga Oktober. Sumber data dalam penelitian ini meliputi OPD-KB Kab/Kota, PLKB, Ketua, Kader, dan seksi Kampung KB, Tokoh Agama, Tokoh Masyarakat, Ketua PKK dan 50 PUS yang ditentukan secara systematic random sampling pada masing-masing Kampung KB. Analisis data dilakukan secara deskriptif. Hasil penelitian: pertama, pembinaan dan penggerakkan pendidikan keluarga oleh pengelola program Kampung KB masih belum memperlihatkan posisi sentral dalam meningkatkan kesadaran dan kemampuan teknis keluarga. Kedua, sarana dan prasarana pendidikan keluarga pada setiap Kampung KB masih belum terealisasi dengan semestinya. Ketiga, langkah dan upaya strategis dari Pemerintah belum terlihat untuk pencapaian indikator program Kampung KB dalam pelaksanaan pendidikan keluarga. Keempat, PUS memiliki pengetahuan dan partisipasi pada setiap kegiatan dan program yang diselenggarakan oleh Kampung KB. Hasil penelitian ini merekomendasikan pentingnya komitmen dan sinergi pemerintah, pengelola, masyarakat, dan stakeholder dalam menyukseskan pendidikan keluarga pada Kampung KB.","['kb', 'keluarga', 'kampung']","[0.12779254400776802, 0.12025813490816531, 0.11975713658720781]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/33851/21870,"PEMBAGIAN PERAN, TINGKAT INTERAKSI SUAMI-ISTRI SERTA PENGARUHNYA TERHADAP INDEKS KEBAHAGIAAN KELUARGA PETANI PADA DUA MASA","Data BPS untuk tiga tahun terakhir menunjukkan bahwa petani Indonesia sudah sejahtera dengan nilai tukar petani mencapai >100. Tujuan penelitian ini adalah menganalisis pengaruh peran gender dan interaksi suami-istri terhadap indeks kebahagiaan keluarga petani. Pendekatan penelitian adalah kuantitatif dengan desain cross-sectional study. Pengumpulan data primer menggunakan teknik wawancara melalui kuesioner. Pada penelitian ini, sampel dipilih secara purposive di Kecamatan Pamijahan, Kabupaten Bogor, Provinsi Jawa Barat. Kriteria suami adalah bekerja sebagai petani padi sawah serta istri bekerja yang menghasilkan uang. Jumlah sampel 70 orang. Hasilnya, kategori untuk variabel peran gender, interaksi suami-istri, serta indeks kebahagiaan keluarga petani adalah sedang. Ada perbedaan peran gender serta interaksi suami-istri keluarga petani setiap masanya. Data uji regresi menunjukkan bahwa ada pengaruh usia suami, pendapatan per kapita keluarga, serta interaksi suami-istri terhadap indeks kebahagiaan keluarga petani. Semakin tinggi usia suami, semakin besar pendapatan per kapita dan semakin intens interaksi suami-istri, semakin sejahtera keluarga petani. Implikasi penelitian adalah perlunya peningkatan indeks kebahagiaan petani melalui peningkatan pendapatan per kapita dan interaksi keluarga.","['suami', 'petani', 'keluarga']","[0.11931571571055306, 0.11685326934696337, 0.10924447721281094]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/34204/21864,MEMBANGUN KELUARGA HARMONIS MELALUI CINTA DAN SPIRITUALITAS PADA PASANGAN SUAMI ISTRI DI PROVINSI JAWA TIMUR,"Keharmonisan keluarga merupakan tujuan dari setiap pernikahan yang dapat dicapai dengan adanya usaha dari pasangan suami istri untuk saling mencintai dan mengembangkan perilaku spiritual dalam kehidupan berkeluarga. Penelitian ini bertujuan untuk menganalisis peran spiritualitas sebagai variabel moderator yang mampu memperkuat hubungan antara cinta dan keharmonisan keluarga. Data diperoleh dari 410 pasangan suami istri (205 suami dan 205 istri) di tujuh kota (Malang, Surabaya, Pasuruan, Jember, Blitar, Batu, dan Jombang) yang ada di Provinsi Jawa Timur. Data diperoleh melalui alat ukur The Family Harmony Scale, The Triangular of Love Scale, dan Daily Spiritual Experience Scale. Data dianalisis menggunakan teknik deskriptif dan regresi. Hasil analisis menunjukkan bahwa cinta berpengaruh signifikan terhadap keharmonisan keluarga (β=0,625 p<0,01), dan spiritualitas mampu menjadi variabel yang memperkuat hubungan antara cinta dengan keharmonisan keluarga (β=0,688 p<0,01). Hasil penelitian ini berimplikasi bahwa memupuk perasaan cinta pada pasangan suami istri dapat mewujudkan keharmonisan dan untuk memperkuat hubungan tersebut maka pasangan perlu mengembangkan spiritualitas dalam kehidupan sehari-hari.","['keharmonisan', 'keluarga', 'cinta']","[0.12125505833961066, 0.11445451471717315, 0.11300603763257293]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/32189/21872,"PENGARUH KARAKTERISTIK PEKERJA SOSIAL, PASANGAN, INTERAKSI SUAMI ISTRI, DAN KESEJAHTERAAN SUBJEKTIF TERHADAP KUALITAS PERKAWINAN PEKERJA SOSIAL","Jakarta memiliki 28.819 kader PKK sampai tingkat Rukun Tetangga (RT) dan 70.902 kelompok dasawisma sebagai role model keluarga sejahtera bagi masyarakat di sekitarnya. Penelitian ini bertujuan untuk menganalisis pengaruh karakteristik pekerja sosial dan pasangan, interaksi suami istri, dan kesejahteraan subjektif terhadap kualitas perkawinan pekerja sosial di Provinsi Jakarta. Penelitian ini menggunakan metode kuantitatif. Contoh penelitian ini adalah pekerja sosial yang berprofesi sebagai kader Pemberdayaan dan Kesejahteraan Keluarga (PKK) tingkat kelurahan pada 10 kecamatan di Jakarta Timur. Sebanyak 100 pekerja sosial yang terdiri atas kelompok lama menikah ≤10 tahun dan >10 tahun dipilih menggunakan teknik disproportional random sampling. Data dikumpulkan dengan metode self-report dan dianalisis dengan SPSS (Statistical Package for the Social Sciences) dan SmartPLS (partial least squares). Uji t menunjukkan tidak ada perbedaan yang signifikan antara pendapatan keluarga, pendidikan, interaksi suami istri, kesejahteraan subjektif, dan kualitas perkawinan pada kedua kelompok lama menikah. Rata-rata indeks interaksi suami istri dan kualitas perkawinan lebih tinggi dari kesejahteraan subyektif. Pendidikan dan pendapatan keluarga berpengaruh secara signifikan terhadap interaksi suami istri. Kesejahteraan subjektif dan interaksi suami istri berpengaruh secara signifikan terhadap kualitas perkawinan. Interaksi suami istri melalui kesejahteraan subjektif berpengaruh secara tidak langsung terhadap kualitas perkawinan. Hasil penelitian menunjukkan tidak terdapat pengaruh lama menikah terhadap kualitas perkawinan.","['interaksi', 'istri', 'suami']","[0.09755352852976858, 0.09755352852976858, 0.09755352852976858]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/33223/21875,PENGARUH PENGETAHUAN KEUANGAN DAN PENGALAMAN KEUANGAN TERHADAP PERILAKU PERENCANAAN INVESTASI DENGAN KONTROL DIRI SEBAGAI VARIABEL MODERASI,"Pendapatan masyarakat Desa Tokelan, Kecamatan Panji, Kabupaten Situbondo sebagai petani yang hanya diperoleh pada saat musim panen menuntut untuk dapat melakukan perilaku perencanaan investasi dengan baik. Beberapa hal yang dapat memengaruhi perilaku perencanaan investasi adalah pengetahuan keuangan dan pengalaman keuangan. Pengetahuan keuangan dapat digunakan untuk memecahkan masalah keuangan. Pengalaman keuangan adalah pengalaman seseorang yang dapat dijadikan proses belajar dalam pengelolaan keuangan sehingga dapat menghasilkan sebuah keputusan keuangan dengan baik. Tujuan penelitian ini untuk menganalisis pengaruh financial knowledge dan financial experience terhadap perilaku perencanaan investasi yang dimoderasi oleh self-control. Penelitian merupakan penelitian cross-sectional dengan menggunakan pendekatan kuantitatif. Penelitian dilakukan pada keluarga di Desa Tokelan, Kecamatan Panji, Kabupaten Situbondo, Jawa Timur. Teknik pengambilan contoh menggunakan purposive sampling. Contoh akhir yang terlibat dalam penelitian ini sebanyak 35 keluarga. Pengujian yang dilakukan berupa statistik deskriptif, outer model, dan inner model. Pengujian hipotesis baik pengaruh langsung maupun pengujian moderasi dilakukan dengan menggunakan Warp PLS. Hasil penelitian menunjukkan financial knowledge berpengaruh pada perilaku perencanaan investasi; financial experience berpengaruh terhadap perilaku perencanaan investasi; dan self-control bukan variabel moderasi hubungan antara financial knowledge dan financial experience terhadap perilaku perencanaan investasi.","['keuangan', 'penelitian', 'financial']","[0.14507707449385224, 0.10321495431578452, 0.08664430754595064]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/34044/21876,PERAN AYAH DALAM PENGASUHAN: STUDI PADA KELUARGA PEKERJA MIGRAN PEREMPUAN (PMP) DI KABUPATEN SUKABUMI,"Indonesia merupakan salah satu negara pengirim Pekerja Migran Perempuan (PMP) terbesar di Asia Tenggara. Ibu yang memutuskan untuk menjadi PMP akan menyebabkan terjadinya perubahan peran dan fungsi ayah khususnya dalam aspek pengasuhan. Penelitian ini bertujuan untuk memberikan gambaran tentang peran pengasuhan ayah di keluarga PMP. Penelitian ini menggunakan metode studi kasus melalui teknik wawancara terbuka yang dilakukan kepada 3 orang ayah yang dipilih secara purposif. Hasil penelitian mengungkapkan bahwa ayah mampu bertukar peran dengan ibu untuk menjadi pengasuh anak usia dini. Hal ini menepis banyak pendapat bahwa ayah tidak mampu mengasuh anak yang masih berusia dini. Keterampilan pengasuhan merupakan suatu keterampilan yang dapat dipelajari seiring dengan berjalannya waktu, bukan keterampilan yang selama ini sering dianggap sebagai tugas bawaan atau kodrati. Hasil dari penelitian ini memperlihatkan bahwa peran gender merupakan sesuatu yang dapat dipertukarkan dan lebih cair terutama dalam keluarga pekerja migran perempuan. Meskipun demikian, idealisasi konstruksi gender tradisional pun masih cukup kuat. PMP masih dimaknai sebagai pencari nafkah sekunder meskipun sebetulnya mereka yang menjadi pencari nafkah utama. Penelitian ini diharapkan dapat berimplikasi kepada pengembangan materi pengasuhan bagi anak usia dini, terutama yang berhubungan dengan konsep pembinaan dan pembentukan karakter dalam diri seorang anak.","['ayah', 'penelitian', 'peran']","[0.09481082705632064, 0.08763854187944588, 0.08404058341353814]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/34245/21877,ANALISIS PROSES KEPUTUSAN PEMBELIAN MINYAK GORENG SAWIT: STUDI KASUS PADA WARGA KOREA DI KABUPATEN BEKASI,"Proses keputusan pembelian konsumen merupakan suatu kemungkinan tindakan yang dapat terjadi dan berhubungan dengan berbagai hal seperti faktor budaya dan sosial. Penelitian ini bertujuan untuk menganalisis karakteristik konsumen, proses keputusan pembelian, serta hubungan faktor budaya dan sosial dengan proses keputusan pembelian minyak goreng sawit warga Korea. Penelitian menggunakan pendekatan kuantitatif dengan desain cross-sectional study. Sampel penelitian sebanyak 42 responden yang dipilih melalui teknik snowball sampling. Pengumpulan data menggunakan instrumen penelitian berupa angket selanjutnya dilakukan analisis deskriptif dan korelasi rank spearman. Hasil penelitian menunjukkan mayoritas responden adalah ibu rumah tangga yang memiliki pendapatan bulanan keluarga sebesar >Rp50.000.000,00. Frekuensi pembelian minyak goreng adalah sebulan sekali dengan kuantitas sebanyak 1-2 liter. Alasan utama konsumen melakukan proses pembelian adalah untuk memperoleh produk berkualitas baik dengan harga terjangkau. Sumber informasi diperoleh dari toko dengan jenis informasi yang menjadi fokus utamanya adalah kualitas. Konsumen merasa puas dan berniat membeli kembali minyak goreng sawit. Faktor budaya memiliki hubungan yang signifikan, positif, dan kuat dengan keputusan pembelian sementara faktor sosial memiliki hubungan yang signifikan, positif, dan rendah dengan keputusan pembelian. Hasil penelitian ini dapat digunakan sebagai informasi mengenai perilaku Konsumen Korea khususnya dalam proses keputusan pembelian minyak goreng sawit.","['pembelian', 'keputusan', 'penelitian']","[0.10682588502125905, 0.08975278234909843, 0.08829455678666903]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/33587/21880,FAKTOR-FAKTOR YANG MEMENGARUHI PERILAKU KONSUMSI KOPI DI ERA PANDEMI COVID-19,"Pada masa pandemi Covid-19, terjadi perubahan gaya hidup masyarakat salah satunya pada pola perilaku konsumsi kopi. Tujuan dari penelitian ini adalah menganalisis perilaku konsumsi yang dipengaruhi oleh beberapa faktor yaitu perceived behavioral control, motivasi, dan gaya hidup dan merumuskan implikasi menajerial yang dapat digunakan oleh para produsen kopi untuk mampu memasarkan produknya pada masa pandemi Covid-19. Penelitian ini menggunakan desain cross-sectional study dengan pendekatan kuantitatif. Data diperoleh dengan menyebarkan kuesioner secara online menggunakan media sosial. Pada penelitian ini teknik yang digunakan untuk mengambil contoh adalah voluntary sampling sebanyak 200 responden. Metode analisis yang digunakan dalam penelitian ini yaitu Structural Equation Modeling (SEM). Hasil dari penelitian ini yaitu terdapat pengaruh positif signifikan antara motivasi dan gaya hidup terhadap perilaku konsumen. Tidak terdapat pengaruh signifikan antara perceived behavioral control terhadap perilaku konsumsi. Implikasi manajerial yang dapat digunakan oleh para produsen kopi adalah produsen selalu konsisten menjaga mutu produk, selalu menggunakan inovasi terbaru pada produk minuman kopi agar lebih bervariasi, dan meningkatkan promosi produknya dengan memanfaatkan media sosial atau acara atau promo.","['penelitian', 'perilaku', 'digunakan']","[0.11016641417926297, 0.09585495203860793, 0.08294854028389377]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/32323/21061,"MANAJEMEN SUMBER DAYA KELUARGA, KONFLIK KERJA-KELUARGA, DAN TUGAS KELUARGA","Keluarga dan pekerjaan menjadi dua hal penting dalam keseharian manusia yang perlu dikelola dengan baik untuk mencapai tugas dan tujuan keluarga. Penelitian ini bertujuan untuk menganalisis pengaruh manajemen sumber daya keluarga (MSDK) dan konflik kerja-keluarga terhadap pemenuhan tugas keluarga yang dilakukan oleh istri pada keluarga dengan suami istri bekerja. Desain penelitian yang digunakan adalah cross sectional pada 160 contoh dari keluarga dengan suami istri bekerja yang dipilih melalui stratified non proportional random sampling di Kecamatan Bogor Barat dan Kecamatan Bogor Tengah, Kota Bogor. Hasil penelitian menunjukkan konflik kerja-keluarga pada keluarga dengan istri yang bekerja >8 jam/hari lebih tinggi dibandingkan dengan istri yang bekerja ≤8 jam/hari. Sedangkan MSDK istri yang bekerja di sektor formal lebih tinggi dibandingkan istri yang bekerja di sektor informal. Uji regresi menunjukkan MSDK dan pendidikan istri memiliki pengaruh positif signifikan terhadap pemenuhan tugas keluarga. Penelitian ini menunjukkan pengaruh MSDK dan konflik kerja-keluarga terhadap tugas keluarga memiliki sumbangan yang lebih besar pada istri yang bekerja di sektor formal dibandingkan sektor informal. Sedangkan berdasarkan jam kerja, pengaruh MSDK dan konflik kerja-keluarga terhadap pemenuhan tugas keluarga lebih besar dicapai oleh istri yang bekerja ≤8 jam/hari.","['keluarga', 'istri', 'bekerja']","[0.2208455770227693, 0.1638657820296754, 0.14472321650648595]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/31790/21087,ANALISIS FAKTOR PENYEBAB PERCERAIAN PADA MASA PANDEMI COVID-19 DI KABUPATEN BANYUMAS,"Tingkat perceraian di Kabupaten Banyumas pada masa pandemi Covid-19 dan menuju new normal tercatat mengalami peningkatan sebesar 48 kasus. Tujuan penelitian adalah untuk mengidentifikasi karakteristik dan faktor-faktor yang melatarbelakangi perceraian di masa pandemi Covid-19. Penelitian ini menggunakan pendekatan kuantitatif dengan desain cross-sectional study. Objek penelitian berupa data kasus perceraian bulan Maret s.d Juni 2020. Jumlah sampel sebanyak 200 responden yang dipilih menggunakan teknik simple random sampling. Metode analisis data menggunakan distribusi frekuensi dengan nilai modus untuk menentukan kecenderungan data. Hasil penelitian menemukan bahwa secara umum penggugat perceraian merupakan perempuan yang memiliki karakteristik berusia muda, berpendidikan rendah, tidak bekerja, usia perkawinan kurang dari lima tahun, dan baru memiliki satu anak. Faktor yang melatarbelakangi pasangan suami istri bercerai karena faktor ekonomi. Lebih lanjut, program yang dapat dikembangkan berdasarkan hasil penelitian yaitu perlu ada sosialisasi yang intens tentang persiapan kehidupan berkeluarga bagi calon pasangan muda khususnya dalam aspek ekonomi. Hal ini dimaksudkan agar para pasangan muda yang ingin memulai berkeluarga dapat membangun ketahanan keluarga yang optimal sehingga mampu mencegah terjadinya perceraian.","['faktor', 'penelitian', 'perceraian']","[0.11655722071709951, 0.09113152310961338, 0.08804769206600774]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/32950/21086,PERAN ACCEPTANCE AND COMMITMENT THERAPY (ACT) UNTUK MENURUNKAN STRES PADA FAMILY CAREGIVER PASIEN KANKER PAYUDARA,"Ketidaksiapan keluarga terhadap perubahan peran menjadi caregiver, kurangnya pengetahuan terhadap prosedur perawatan, serta beban dan tanggung jawab terhadap perawatan pasien kanker payudara menyebabkan stres pada keluarga. Tujuan dari penelitian ini adalah untuk menganalisis pengaruh Acceptance and Commitment Therapy (ACT) terhadap penurunan stres pada family caregiver pasien kanker payudara. Penelitian ini menggunakan pendekatan eksperimen dengan single-subject design pada dua orang subjek penelitian. Sebelum proses terapi, masing-masing subjek diberikan skala perceived stress (PSS-10) untuk mengukur tingkat stres sebelum proses terapi kemudian pada setiap sesi terapi masing-masing subjek diberi skala perceived stress kembali untuk mengukur perubahan tingkat stres pada setiap sesinya. Analisis data menggunakan visual analisis, analisis inferensia untuk uji perbedaan dengan wilcoxon signed rank test, dan Percentage of Non-overlapping Data (PND) untuk mengetahui effect size. Hasil analisis data menunjukkan nilai effect size sebesar 1 (>0,90) yang berarti ACT mampu menurunkan stres kedua subjek dengan kategori efektivitas sedang hingga sangat efektif. Melalui penerapan ACT, family caregiver mampu memaknai situasi stres dengan lebih positif sehingga muncul penerimaan dan komitmen yang baik dalam perannya sebagai caregiver pasien kanker payudara.","['penelitian', 'caregiver', 'analisis']","[0.11064737309456055, 0.10203995238443209, 0.10073201117791773]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/32067/21085,KEPUASAN HIDUP: TINJAUAN DARI KONDISI KEUANGAN DAN GAYA PENGGUNAAN UANG,"Kepuasan hidup masyarakat Indonesia pada saat ini sangat dipengaruhi oleh faktor pendapatan dan kondisi keuangannya. Penelitian ini bertujuan untuk menganalisis pengaruh jumlah pendapatan, pengeluaran, tabungan, dan gaya penggunaan uang terhadap kepuasan hidup. Penelitian ini menggunakan pendekatan kuantitatif dan melibatkan 831 responden yang dipilih menggunakan teknik convenient sampling. Analisis data dilakukan dengan software G*Power untuk melihat effect size dan menggunakan teknik analisis regresi linear berganda dengan menggunakan software JASP versi 0.8.6. Hasil analisis data menunjukkan bahwa jumlah pendapatan, jumlah pengeluaran konsumtif, dan jumlah aset memiliki pengaruh yang signifikan terhadap kepuasan hidup. Gaya penggunaan uang dengan hemat dan berhati-hati memiliki pengaruh yang signifikan terhadap kepuasan hidup, sementara gaya menghabiskan uang dan menggunakan uang secara sia-sia tidak memiiki pengaruh signifikan terhadap kepuasan hidup. Penelitian ini membuktikan bahwa penggunaan uang secara terkontrol, baik untuk kebutuhan konsumtif maupun menabung untuk kebutuhan di masa depan, dapat meningkatkan kepuasan hidup seseorang. Hasil dari penelitian ini dapat menjadi rujukan untuk meningkatkan kualitas hidup manusia dengan berfokus pada cara dan gayanya di dalam memanfaatkan uang.","['uang', 'hidup', 'kepuasan']","[0.13556991200511467, 0.12492668616647493, 0.11796869719518151]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/31862/21088,FAKTOR-FAKTOR OBJEKTIF DAN SUBJEKTIF YANG MEMPREDIKSI MINDFUL PARENTING PADA IBU DI INDONESIA,"Studi terdahulu menemukan sejumlah faktor yang memengaruhi mindful parenting secara terpisah. Penelitian ini bertujuan untuk menganalisis pengaruh faktor objektif dan subjektif terhadap mindful parenting pada ibu di Indonesia. Kognisi pengasuhan dalam penelitian ini terdiri atas kognisi pengasuhan positif yang diwakili oleh rasa kompeten pengasuhan dan kognisi pengasuhan negatif yang diwakili oleh atribusi berpusat pada orang tua. Penelitian ini menggunakan pendekatan kuantitatif dengan desain cross-sectional. Penelitian ini melibatkan 171 ibu yang memiliki anak usia 3-12 tahun dan dipilih melalui teknik insidental sampling. Berdasarkan analisis regresi berganda, didapatkan hasil bahwa kognisi pengasuhan yang positif dalam bentuk rasa kompeten pengasuhan dan kognisi pengasuhan negatif dalam bentuk atribusi berpusat pada orang tua dapat memprediksi mindful parenting pada ibu di Indonesia. Sementara itu, faktor-faktor objektif yang meliputi usia ibu, tingkat pendidikan, dan pengetahuan tentang pengasuhan efektif ditemukan tidak berpengaruh signifikan terhadap mindful parenting. Hal ini mengindikasikan bahwa pembentukan kognisi pengasuhan yang positif dan menghindari kognisi pengasuhan yang negatif dapat meningkatkan keterampilan mindful parenting. Untuk itu, orang-orang di sekeliling ibu juga diharapkan dapat memberikan dukungan bagi para ibu agar merasa kompeten di dalam mengasuh anak.","['pengasuhan', 'kognisi', 'ibu']","[0.16884850010736632, 0.13470437078966915, 0.11411711171499134]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/32300/21089,PENGARUH PENGALAMAN HUKUMAN FISIK DAN JENIS KELAMIN TERHADAP MITOS DAN INTENSI PENGGUNAAN HUKUMAN FISIK PADA REMAJA,"Banyak orang tua memercayai hukuman fisik tepat digunakan sebagai strategi yang efektif untuk mendisiplinkan anak sehingga membuat siklus penerapan hukuman fisik tidak terputus pada generasi selanjutnya. Penelitian ini bertujuan untuk menganalisis pengaruh pengalaman menerima hukuman fisik dan perbedaan jenis kelamin terhadap penerimaan mitos dan intensi menggunakan hukuman fisik pada remaja. Penelitian ini menggunakan pendekatan kuantitatif dengan teknik purposive sampling yang melibatkan 123 remaja berusia 13-17 tahun dengan status sosial ekonomi menengah ke bawah dan berdomisili di Jawa Barat. Pengalaman hukuman fisik diukur menggunakan Parent-Child Conflict Tactic Scale (CTSPC) dan penerimaan mitos hukuman fisik diukur menggunakan Corporal Punishment Myth Scale (CPMS). Uji analisis jalur menunjukkan bahwa perbedaan jenis kelamin secara signifikan (β=-5,306; p<0,05) berpengaruh pada penerimaan mitos hukuman fisik dengan hasil remaja laki-laki memiliki penerimaan mitos hukuman fisik yang lebih tinggi dibandingkan remaja perempuan. Sedangkan pengalaman hukuman fisik tidak memengaruhi penerimaan mitos hukuman fisik pada remaja. Hasil analisis jalur juga menunjukkan bahwa mitos hukuman fisik berpengaruh terhadap intensi penggunaan hukuman fisik. Hasil penelitian dapat digunakan untuk memahami alasan tidak terputusnya siklus hukuman fisik dan dapat membantu praktisi dalam pembuatan modul parenting terkait strategi disiplin.","['fisik', 'hukuman', 'mitos']","[0.2198955089303096, 0.2198955089303096, 0.12633549240005285]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/32828/21090,PERSEPSI NILAI MEWAH PADA KONSUMEN TAS BRANDED: KAJIAN NILAI BUDAYA DI INDONESIA,"Mayoritas konsumen di Indonesia membeli produk mewah untuk meningkatkan kualitas diri dan status sosial. Penelitian ini bertujuan untuk mengidentifikasi dimensi nilai finansial, fungsional, individual, dan sosial yang muncul sebagai nilai dominan dalam mempersepsi nilai mewah. Penelitian ini menggunakan desain cross sectional study dengan pendekatan kuantitatif. Partisipan yang terlibat dalam penelitian ini sebanyak 120 pengguna tas branded di Indonesia yang didapat menggunakan teknik snowball sampling. Hasil penelitian disajikan secara deskriptif dan dikaji lebih lanjut untuk mengetahui perbedaan pola konsumsi produk mewah di Indonesia berdasarkan nilai budaya. Hasil penelitian menunjukkan tiga budaya terbesar yang menggunakan tas branded di Indonesia merupakan suku Jawa, Sunda, dan Minangkabau. Berdasarkan ketiga budaya tersebut, nilai finansial merupakan nilai dominan dalam membentuk persepsi nilai mewah. Nilai dominan yang membentuk persepsi nilai mewah memiliki pola serupa pada budaya Jawa dan Minangkabau. Budaya Jawa dan Minangkabau menunjukkan nilai dominan pada nilai finansial yang diikuti dengan nilai fungsional, individual, dan sosial secara berurutan. Perbedaan pola terlihat pada budaya Sunda dengan nilai dominan pada nilai finansial yang diikuti dengan nilai sosial, fungsional, dan individual secara berurutan. Hasil penelitian ini dapat digunakan untuk membantu strategi pemasaran yang lebih spesifik dan sensitif terhadap kebutuhan konsumen.","['nilai', 'budaya', 'penelitian']","[0.24536556388755865, 0.0982826781172807, 0.09650386783226896]",Bahasa
https://jurnal.ipb.ac.id/index.php/jikk/article/view/33342/21091,APAKAH KONSUMEN RESTO HOTEL MENGETAHUI ISU FOOD WASTE?,"Konsep prasmanan pada restoran hotel merupakan salah satu faktor penyebab timbulnya food waste, hal ini didasarkan karena adanya perbedaan preferensi konsumen dalam menentukan jenis dan porsi makanan. Penelitian ini bertujuan untuk menganalisis karakteristik dan pengetahuan objektif konsumen resto hotel terhadap isu food waste. Penelitian ini menggunakan pendekatan eksploratori kuantitatif dengan desain cross sectional study. Penelitian ini melibatkan 363 mahasiswa dan pekerja yang pernah mengunjungi restoran hotel berkonsep prasmanan yang dipilih menggunakan teknik snowball sampling. Lokasi penelitian dilakukan di Hotel Amaris, Kota Bandung.  Sampel limbah dan komposisi makanan diambil dengan menggunakan metode pengumpulan dan analisis berdasarkan SNI 1903964-1994. Kuesioner dalam bentuk Google Form didiseminasi melalui WhatsApp Group. Selanjutnya, data penelitian dianalisis secara deskriptif menggunakan tabulasi dan grafik. Hasil kajian menunjukkan, hanya sebagian responden yang mengetahui isu food waste. Hasil penelitian ini dapat menjadi dasar pertimbangan pihak pemangku kebijakan serta penelitian lanjutan dalam meningkatkan pengetahuan terkait food waste kepada konsumen untuk mencegah timbulnya food waste di resto hotel.","['penelitian', 'food', 'waste']","[0.12149028283386318, 0.09400075648347528, 0.09400075648347528]",Bahasa
