pdf_article_link,article_name,abstract,citation,keywords,keywords_score,keywords_score_dictionary,language
https://jurnal.ipb.ac.id/index.php/jikk/article/view/45736/25981,ANALISIS KONDISI SOSIAL EKONOMI MASYARAKAT SELAMA DAN PASCA PANDEMI COVID-19 (STUDI PADA KELUARGA PENERIMA PKH DI DESA PISANG KECAMATAN PATIANROWO),"Kondisi sosial ekonomi masyarakat selama pandemi Covid-19 mengalami kesulitan terutama bagi keluarga tidak mampu. Pemerintah melakukan berbagai upaya untuk mengatasi dampak pandemi Covid-19 demi keberlangsungan keluarga penerima bantuan. Namun terlepas dari itu, diperlukan pula peran dari masing-masing anggota keluarga untuk mempertahankan kelangsungan hidup. Penelitian ini bertujuan untuk memberikan gambaran mengenai sosial ekonomi dan strategi bertahan hidup keluarga penerima PKH selama pandemi dan pasca pandemi Covid-19 di Desa Pisang, Kecamatan Patianrowo, Kabupaten Nganjuk. Penelitian ini menggunakan metode kualitatif deskriptif. Teknik pengumpulan data yang digunakan adalah observasi, wawancara, dan dokumentasi. Hasil penelitian menunjukkan bahwa kondisi sosial ekonomi keluarga penerima PKH mengalami kesulitan di masa pandemi dengan hilangnya pekerjaan, pendapatan yang tidak menentu, dan pengeluaran yang meningkat. Pasca pandemi kehidupan sosial ekonomi keluarga penerima PKH berangsur membaik dengan berbagai usaha yang dilakukan oleh anggota keluarga sesuai status dan perannya. Kondisi sosial ekonomi tersebut mendorong implementasi strategi bertahan hidup yang berbeda baik ketika pandemi maupun pasca pandemi.","IndartiR., & FibriantoA. S. (2023). ANALISIS KONDISI SOSIAL EKONOMI MASYARAKAT SELAMA DAN PASCA PANDEMI COVID-19 (STUDI PADA KELUARGA PENERIMA PKH DI DESA PISANG KECAMATAN PATIANROWO). Jurnal Ilmu Keluarga & Konsumen, 16(2), 159-170. https://doi.org/10.24156/jikk.2023.16.2.159","['pandemi', 'keluarga', 'ekonomi']","[0.1348546370842673, 0.11965722575807367, 0.0939294783848892]","{'pandemi': 0.1348546370842673, 'keluarga': 0.11965722575807367, 'ekonomi': 0.0939294783848892}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/42901/25877,KESEHATAN KEUANGAN RUMAH TANGGA DI ASIA TENGGARA: TELAAH CAKUPAN TERHADAP LITERATUR,"Kesehatan keuangan rumah tangga berkontribusi terhadap kesejahteraan masyarakat. Penyusunan kebijakan peningkatan kesehatan keuangan harus berbasis empiris, tetapi penelitian kesehatan keuangan di Asia tenggara belum teridentifikasi. Telaah cakupan ini bertujuan untuk memeriksa literatur yang membahas kesehatan keuangan rumah tangga di negara Asia Tenggara. Penelitian ini menggunakan publikasi yang terbit pada tahun 1998 sampai 2021 dari basis data Scopus, Science Direct, Proquest, Emerald, Google Scholar, dan basis data perpustakaan dari tiga universitas terkemuka di Indonesia. Penyusunan protokol mengikuti PRISMA Scoping Reviews Checklist. Terdapat lima tahap penelitian, yaitu identifikasi pertanyaan penelitian, identifikasi studi yang relevan, proses seleksi terhadap studi, pemetaan data, dan penyusunan dan pelaporan hasil. Proses seleksi melibatkan dua orang reviewer independen. Pencarian literatur menghasilkan 4788 judul dan hanya 15 artikel yang memenuhi kriteria inklusi. Hasil telaah cakupan menjelaskan konstruk kesehatan keuangan yang telah diteliti, pengukuran yang digunakan, dan faktor kesehatan keuangan yang meliputi faktor demografi, internal, dan eksternal. Penelitian ini merekomendasikan untuk mempertimbangkan variabel psikologis dan situasional lain untuk memeriksa anteseden dan konsekuensi kesehatan keuangan rumah tangga. Hasil penelitian ini berimplikasi pada pentingnya penelitian kesehatan keuangan untuk menyusun strategi peningkatan kesehatan keuangan.","RenanitaT., & HidayatR. (2023). KESEHATAN KEUANGAN RUMAH TANGGA DI ASIA TENGGARA: TELAAH CAKUPAN TERHADAP LITERATUR. Jurnal Ilmu Keluarga & Konsumen, 16(2), 171-187. https://doi.org/10.24156/jikk.2023.16.2.171","['kesehatan', 'keuangan', 'penelitian']","[0.14505620288868307, 0.14505620288868307, 0.10798334876919445]","{'kesehatan': 0.14505620288868307, 'keuangan': 0.14505620288868307, 'penelitian': 0.10798334876919445}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/43490/25110,"PENGARUH KARAKTERISTIK REMAJA DAN KELUARGA, SERTA GAYA PENGASUHAN ORANG TUA TERHADAP KUALITAS HIDUP REMAJA DI WILAYAH PESISIR","Bonus demografi akan dihadapi dengan baik apabila terwujudnya optimalisasi pada pembangunan pemuda, namun hal tersebut menjadi tantangan khususnya bagi remaja di area pesisir yang memiliki faktor sosiodemografi yang lebih rentan dibandingkan remaja di area lainnya. Tujuan dari penelitian adalah menganalisis pengaruh karakteristik remaja, karakteristik keluarga, dan gaya pengasuhan terhadap kualitas hidup remaja di wilayah pesisir. Penelitian ini menggunakan metode kuantitatif dengan desain cross-sectional study. Penelitian dilaksanakan di satu SMA dan SMK yang dipilih secara purposif di wilayah pesisir Cirebon Utara. Teknik penarikan sampel dilakukan dengan metode cluster random sampling dan didapatkan sampel sebanyak 195 remaja yang memiliki orang tua lengkap. Hasil penelitian menunjukkan bahwa gaya pengasuhan dan kualitas hidup remaja hampir separuhnya masuk dalam kategori rendah. Remaja laki-laki memiliki gaya pengasuhan lebih baik dibandingkan remaja perempuan. Namun, remaja perempuan merasakan kualitas hidup yang lebih baik dibandingkan remaja laki-laki. Remaja di SMA merasakan gaya pengasuhan yang lebih baik dibandingkan remaja di SMK. Hasil uji SEM menunjukkan bahwa gaya pengasuhan berpengaruh positif signifikan terhadap kualitas hidup remaja, sedangkan besar keluarga berpengaruh negatif signifikan terhadap kualitas hidup remaja. Implikasi penelitian ini adalah hasil temuan dapat memberikan masukan bagi pemangku kepentingan untuk melakukan optimalisasi kualitas hidup remaja di wilayah pesisir dengan lebih efektif.","RizkillahR., HastutiD., & DefinaD. (2023). PENGARUH KARAKTERISTIK REMAJA DAN KELUARGA, SERTA GAYA PENGASUHAN ORANG TUA TERHADAP KUALITAS HIDUP REMAJA DI WILAYAH PESISIR. Jurnal Ilmu Keluarga & Konsumen, 16(1), 37-49. https://doi.org/10.24156/jikk.2023.16.1.37","['remaja', 'laki', 'hidup']","[0.18333307323489054, 0.11728175498396377, 0.09716331214333924]","{'remaja': 0.18333307323489054, 'laki': 0.11728175498396377, 'hidup': 0.09716331214333924}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/44204/25113,KEPUASAN AKSEPTOR TERHADAP PELAYANAN PEMASANGAN KONTRASEPSI IMPLAN DI PROVINSI BANTEN PASCA PANDEMI COVID-19,"Provinsi Banten merupakan salah satu provinsi di Indonesia yang sangat terdampak oleh pandemi Covid-19. Dampak tersebut diantaranya adalah pelayanan program keluarga berencana pada masyarakat. Penelitian ini bertujuan untuk mengetahui tingkat kepuasan akseptor terhadap pelayanan pemasangan kontrasepsi implan di Provinsi Banten pasca pandemi Covid-19. Desain penelitian menggunakan cross-sectional study. Pengumpulan data dilaksanakan pada bulan Mei Tahun 2022 di Kota Cilegon dan Kota Serang, Provinsi Banten, dengan mempertimbangkan banyaknya jumlah calon akseptor kontrasepsi implan yang akan dilayani pada waktu pelaksanaan penelitian. Data diperoleh melalui wawancara menggunakan kuesioner terstruktur. Analisis data menggunakan analisis statistik deskriptif dan customer satisfaction index (CSI). Hasil Penelitian menunjukan bahwa 7 dari 10 responden sudah merasa puas terhadap pelayanan pemasangan kontrasepsi implan di Provinsi Banten. CSI dari dimensi keandalan paling rendah dibandingkan dimensi lainnya, disebabkan variabel tentang petugas keluarga berencana (PLKB/Kader KB) dan pemberi layanan (dokter/bidan) dianggap belum maksimal dalam memberikan penjelasan terkait keuntungan dan kerugian (efek samping) penggunaan kontrasepsi implan sebelum pelayanan. Berdasarkan temuan tersebut, petugas keluarga berencana maupun pemberi layanan perlu memberikan komunikasi, informasi dan edukasi secara menyeluruh pada akseptor sebelum pelayanan pemasangan kontrasepsi implan.","OktriyantoO., AmrullahH., & WulandariY. (2023). KEPUASAN AKSEPTOR TERHADAP PELAYANAN PEMASANGAN KONTRASEPSI IMPLAN DI PROVINSI BANTEN PASCA PANDEMI COVID-19. Jurnal Ilmu Keluarga & Konsumen, 16(1), 72-83. https://doi.org/10.24156/jikk.2023.16.1.72","['provinsi', 'pelayanan', 'penelitian']","[0.10148413220616095, 0.08992972308963189, 0.08847129882077473]","{'provinsi': 0.10148413220616095, 'pelayanan': 0.08992972308963189, 'penelitian': 0.08847129882077473}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/41640/24320,PENGARUH ALOKASI WAKTU IBU DAN NILAI EKONOMI AKTIVITAS IBU RUMAH TANGGA TERHADAP KEBAHAGIAAN IBU,"Pekerjaan rumah tangga merupakan fondasi dalam membangun kesejahteraan keluarga, namun aktivitas ibu rumah tangga belum dianggap penting. Tujuan penelitian ini adalah menganalisis pengaruh alokasi waktu ibu rumah tangga dan nilai ekonomi ibu rumah tangga terhadap tingkat kebahagiaan ibu. Penelitian ini menggunakan teori struktural fungsional. Penelitian menggunakan desain cross-sectional melalui wawancara online sebagai cara pengambilan data primer. Contoh penelitian berjumlah 99 responden yang dipilih secara purposif di SDN Sukasari Kota Bogor dengan kriteria ibu yang tidak bekerja, keadaan keluarga lengkap (ayah, ibu, dan anak), dan memiliki anak berusia 11-12 tahun. Alokasi waktu ibu ditemukan paling besar pada aktivitas domestik dan paling rendah pada aktivitas waktu luang. Pada penelitian ini, tingkat kebahagiaan ibu termasuk pada kategori tinggi. Hasil regresi menunjukkan bahwa alokasi waktu domestik dan alokasi waktu luang (leisure) berpengaruh terhadap tingkat kebahagiaan. Hal ini menunjukkan bahwa bantuan dari pasangan akan berpengaruh terhadap tingkat kebahagiaan ibu.","VinasevayaS., & PuspitawatiH. (2022). PENGARUH ALOKASI WAKTU IBU DAN NILAI EKONOMI AKTIVITAS IBU RUMAH TANGGA TERHADAP KEBAHAGIAAN IBU. Jurnal Ilmu Keluarga & Konsumen, 15(3), 231-242. https://doi.org/10.24156/jikk.2022.15.3.231","['ibu', 'waktu', 'penelitian']","[0.1532236208084876, 0.1132135057378687, 0.11160267326740926]","{'ibu': 0.1532236208084876, 'waktu': 0.1132135057378687, 'penelitian': 0.11160267326740926}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/42526/24344,"KECEMASAN, EFIKASI DIRI AKADEMIK, MOTIVASI BELAJAR: ANALISIS JENIS KELAMIN PADA MAHASISWA SELAMA PANDEMI COVID-19","Di tahun 2021 pandemi Covid-19 kian melonjak tinggi sehingga pemerintah menerapkan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) yang dapat mengakibatkan pembatasan interaksi sosial dan perubahan model pembelajaran yang menyebabkan terjadinya kecemasan pada mahasiswa. Riset ini bertujuan untuk menganalisis perbedaan dan pengaruh tingkatan kecemasan, tingkatan efikasi diri akademik, serta motivasi belajar berlandaskan jenis kelamin. Riset ini menggunakan desain eksplanatori. Penelitian ini dilakukan selama 6 bulan dimulai dari bulan Juni 2021 sampai bulan November 2021 dibantu dengan kuesioner daring. Data dianalisis secara deskriptif dan inferensial dengan uji independent t-test dan Structural Equation Modelling (SEM) menggunakan fitur SPSS 25.0 serta Smart PLS 3.0. Hasil riset menunjukkan kalangan mahasiswa Laki-laki mengalami kecemasan yang lebih rendah dibandingkan kalangan perempuan. Sementara itu, efikasi diri akademik dan motivasi belajar tidak berbeda antara kalangan mahasiswa laki-laki dan perempuan. Hasil uji SEM menunjukkan bahwa motivasi belajar dipengaruhi oleh kecemasan melalui efikasi diri akademik baik pada kalangan laki-laki maupun perempuan. Hasil  riset ini berimplikasi pada pentingnya upaya peningkatan efikasi diri akademik dan motivasi belajar untuk menurunkan kecemasan mahasiswa di masa pandemi Covid-19.","ImaniaH., LatifahM., & Yuliati L. N. (2022). KECEMASAN, EFIKASI DIRI AKADEMIK, MOTIVASI BELAJAR: ANALISIS JENIS KELAMIN PADA MAHASISWA SELAMA PANDEMI COVID-19. Jurnal Ilmu Keluarga & Konsumen, 15(3), 251-263. https://doi.org/10.24156/jikk.2022.15.3.251","['laki', 'riset', 'kalangan']","[0.15396090577556185, 0.10136343091950925, 0.0993683819650708]","{'laki': 0.15396090577556185, 'riset': 0.10136343091950925, 'kalangan': 0.0993683819650708}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/41799/24322,"PENGARUH KELEKATAN REMAJA-ORANGTUA, HARGA DIRI, DAN KONTROL DIRI TERHADAP PENGGUNAAN INTERNET BERMASALAH PADA REMAJA","Perkembangan teknologi, termasuk internet mengalami kemajuan yang pesat. Namun, keberadaan internet dapat berdampak positif dan negatif ketika penggunaannya tidak tepat, atau disebut penggunaan internet bermasalah. Penelitian ini bertujuan untuk menganalisis pengaruh langsung dan tidak langsung kelekatan remaja-orang tua, harga diri, dan kontrol diri terhadap penggunaan internet bermasalah. Penelitian ini melibatkan sebanyak 250 remaja di Kabupaten Bogor. Kuesioner yang digunakan dalam penelitian ini adalah Adolescent Attachment Questionnaire (AAQ), Rosenberg Self-Esteem Scale (RSES), kontrol diri singkat versi Indonesia (operasionalisasi De Ridder), dan Generalized Problematic Internet Use Scale 2 (GPIUS 2). Analisis data menggunakan uji deskriptif dan Structural equation modeling (SEM) menggunakan smartPLS. Penelitian ini hanya menemukan satu variabel yang berpengaruh langsung terhadap penggunaan internet bermasalah yaitu kontrol diri dengan pengaruh negatif signifikan. Penelitian ini menemukan kelekatan remaja-orang tua berpengaruh langsung positif signifikan terhadap harga diri dan kontrol diri, sedangkan harga diri berpengaruh langsung positif signifikan terhadap kontrol diri. Hasil penelitian juga menunjukkan terdapat pengaruh tidak langsung positif signifikan dari kelekatan remaja-orang tua terhadap kontrol diri. Kelekatan remaja-orang tua dan harga diri berpengaruh tidak langsung negatif secara signifikan terhadap penggunaan internet bermasalah.","ZakiyyahA., & LatifahM. (2022). PENGARUH KELEKATAN REMAJA-ORANGTUA, HARGA DIRI, DAN KONTROL DIRI TERHADAP PENGGUNAAN INTERNET BERMASALAH PADA REMAJA. Jurnal Ilmu Keluarga & Konsumen, 15(3), 264-275. https://doi.org/10.24156/jikk.2022.15.3.264","['diri', 'langsung', 'internet']","[0.15843416314619976, 0.13581232596339535, 0.13018063645999606]","{'diri': 0.15843416314619976, 'langsung': 0.13581232596339535, 'internet': 0.13018063645999606}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/39677/23724,KEPUASAN PERNIKAHAN PADA ISTRI GENERASI MILENIAL DI SEPULUH TAHUN AWAL PERNIKAHAN,"Berdasarkan tahapan perkembangan, masa sekarang merupakan masa yang ideal bagi generasi milenial untuk membangun rumah tangga. Namun, kenyataannya semakin banyak generasi milenial yang memutuskan untuk menunda menikah. Penelitian ini bertujuan untuk mengkaji wanita bekerja generasi milenial yang memutuskan untuk menikah. Penelitian ini menggunakan emergent mixed method sequential explanatory design. Emergent mixed method adalah desain penelitian mixed method yang tidak direncanakan sejak awal. Peneliti terlebih dahulu melakukan penelitian kuantitatif, selanjutnya dilakukan penelitian kualitatif karena pada fase kuantitatif diperoleh temuan yang signifikan untuk didalami lebih lanjut.  Partisipan pada Studi 1 terdiri atas 123 ibu bekerja, sedangkan 5 ibu bekerja menjadi partisipan pada Studi 2. Karakteristik partisipan penelitian ini adalah istri generasi milenial yang bekerja dan sedang menjalani 10 tahun awal masa pernikahan. Hasil temuan pada Studi 2 tidak sejalan dengan temuan Studi 1, atau terjadi discordance. Pada Studi 2 didapatkan temuan yang berbeda dengan hasil penelitian yang didapatkan di Negara Barat. Lebih lanjut, terdapat hal unik khas Indonesia berupa nilai religius yang dijadikan pegangan oleh para partisipan untuk menjaga keutuhan dan kelanggengan rumah tangga. Selain itu, keterlibatan pasangan untuk mengasuh anak mendatangkan kepuasan dan kebahagiaan kepada para partisipan dalam menjalani pernikahannya.","RahmanandaR., AdiyantiM. G., & SariE. P. (2022). KEPUASAN PERNIKAHAN PADA ISTRI GENERASI MILENIAL DI SEPULUH TAHUN AWAL PERNIKAHAN . Jurnal Ilmu Keluarga & Konsumen, 15(2), 102-116. https://doi.org/10.24156/jikk.2022.15.2.102","['penelitian', 'studi', 'partisipan']","[0.10478010479193506, 0.09907824890887144, 0.08250840987877181]","{'penelitian': 0.10478010479193506, 'studi': 0.09907824890887144, 'partisipan': 0.08250840987877181}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/38247/23726,"PENGARUH DUKUNGAN MANTAN SUAMI, STRATEGI KOPING, DAN RELASI ORANG TUA-ANAK TERHADAP KEBAHAGIAAN KELUARGA TUNGGAL","Percerain mendatangkan berbagai perubahan yang berdampak pada kebahagiaan keluarga. Demi menciptakan kebahagiaan yang dapat membuat keluarga memiliki gambaran positif mengenai hidupnya, dibutuhkan dukungan, kemampuan mengatasi stres, serta kemampuan orang tua dan anak dalam menjalani relasi yang baik. Tujuan penelitian ini adalah untuk menganalisis pengaruh karakteristik keluarga, karakteristik mantan suami, dukungan mantan suami, strategi koping, dan relasi orang tua-anak terhadap kebahagiaan keluarga tunggal. Penelitian ini menggunakan desain cross-sectional study. Pengambilan contoh dilakukan menggunakan non probability sampling dengan teknik voluntary sampling. Penelitian dilakukan kepada keluarga tunggal yang mengalami cerai hidup, mantan suami masih hidup, dan memiliki anak yang bertempat tinggal di Indonesia. Contoh dalam penelitian ini berjumlah 100 keluarga. Hasil penelitian menunjukkan pendapatan ibu berpengaruh negatif signifikan terhadap strategi koping, dukungan mantan suami berpengaruh positif signifikan terhadap relasi orang tua-anak, serta pendapatan ibu dan strategi koping berpengaruh positif signifikan terhadap kebahagiaan keluarga. Keluarga tunggal dapat bangkit dari krisis akibat perceraian dengan meningkatkan usaha untuk menambah pendapatan, dan menjaga komunikasi positif dengan mantan suami terkait dengan kerja sama dalam merawat anak. Mantan suami juga diharapkan untuk dapat meningkatkan kasih sayang serta tanggung jawabnya walaupun anak tinggal bersama ibunya.","AzizahY., PuspitawatiH., & HerawatiT. (2022). PENGARUH DUKUNGAN MANTAN SUAMI, STRATEGI KOPING, DAN RELASI ORANG TUA-ANAK TERHADAP KEBAHAGIAAN KELUARGA TUNGGAL . Jurnal Ilmu Keluarga & Konsumen, 15(2), 127-141. https://doi.org/10.24156/jikk.2022.15.2.127","['keluarga', 'penelitian', 'mantan']","[0.12205269696258676, 0.10652627130461781, 0.08926575260743966]","{'keluarga': 0.12205269696258676, 'penelitian': 0.10652627130461781, 'mantan': 0.08926575260743966}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/37850/23727,PERAN PENGASUHAN KONTROL PSIKOLOGIS DAN OTONOMI EMOSIONAL DALAM PEMBENTUKAN IDENTITAS REMAJA,"Pembentukan identitas remaja dipengaruhi oleh berbagai faktor salah satunya yaitu peranan pengasuhan orang tua dan otonomi emosional remaja. Penelitian ini bertujuan menganalisis peranan dari pengasuhan kontrol psikologis dan otonomi emosional terhadap pembentukan identitas. Penelitian ini menggunakan metode kuantitatif dengan pendekatan cross-sectional. Partisipan merupakan 480 remaja di Surabaya yang berusia 12-21 yang diperoleh dengan metode quota sampling. Alat ukur Utrecht-Management of Identity Commitments Scale versi Indonesia, Psychological Control Scale-Youth Self-Report, dan Emotional Autonomy Scale digunakan untuk mengukur pembentukan identitas, pengasuhan kontrol psikologis, dan otonomi emosional. Analisis data dilakukan dengan menggunakan regresi ganda dan regresi hierarki. Hasil penelitian menunjukkan bahwa pengasuhan kontrol psikologis ibu dapat memprediksi eksplorasi mendalam, pengasuhan kontrol psikologis ayah dapat memprediksi peninjauan kembali komitmen, dan otonomi emosional dapat memprediksi rendahnya komitmen. Selain itu, ditemukan otonomi emosional tidak dapat berperan sebagai moderator antara pengasuhan kontrol psikologis dengan pembentukan identitas. Temuan ini mengindikasikan bahwa pengasuhan kontrol psikologis dan otonomi emosional memiliki peranan yang berbeda dalam pembentukan identitas yang sesuai dengan konteks di Indonesia.","Intyas S. D., & MuttaqinD. (2022). PERAN PENGASUHAN KONTROL PSIKOLOGIS DAN OTONOMI EMOSIONAL DALAM PEMBENTUKAN IDENTITAS REMAJA. Jurnal Ilmu Keluarga & Konsumen, 15(2), 142-152. https://doi.org/10.24156/jikk.2022.15.2.142","['pengasuhan', 'kontrol', 'psikologis']","[0.11998242495968284, 0.11494620191333602, 0.11494620191333602]","{'pengasuhan': 0.11998242495968284, 'kontrol': 0.11494620191333602, 'psikologis': 0.11494620191333602}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/38552/23729,"PENGARUH INOVASI EDUKASI GIZI MASYARAKAT BERBASIS SOCIAL MEDIA MARKETING TERHADAP PENGETAHUAN, SIKAP, DAN PERILAKU DALAM UPAYA PENCEGAHAN STUNTING","Pandemi Covid-19 menghambat program pencegahan dan pengentasan stunting sehingga dibutuhkan sarana yang mempermudah edukasi gizi di masa pandemi. Penelitian ini bertujuan untuk menguji inovasi edukasi gizi masyarakat berbasis social media marketing pada Youtube, Facebook, Instagram, TikTok, dan Twitter serta mengukur pengaruhnya terhadap perubahan kognitif, afektif, dan perilaku. Desain penelitian menggunakan pendekatan kuasi eksperimental dengan desain one group pre-test dan post-test. Penelitian dilaksanakan pada Bulan September hingga Desember 2021. Responden berjumlah 89 orang yang tersebar pada lima media sosial. Data dianalisis dengan uji beda paired t-test. Secara keseluruhan untuk semua media sosial, terjadi peningkatan pengetahuan sebesar 13,88 poin, sikap sebesar 2,30 poin dan perilaku sebesar 5,81 poin. Pada ketiga variabel, dengan menjumlahkan delta perubahan, media sosial paling tinggi kenaikannya adalah TikTok (36,75), diikuti dengan Instagram (22,29), Twitter (20,25), Youtube (16,66) dan Facebook (12,61). Berdasarkan uji beda paired t-test, terdapat perbedaan signifikan pada pengetahuan, sikap, dan perilaku. Media sosial yang paling menghasilkan perubahan pengetahuan sasaran adalah TikTok, sedangkan perubahan sikap dan perilaku sasaran paling efektif melalui media sosial Instagram. Implikasi dari penelitian ini adalah hasil temuan dapat digunakan oleh stakeholder untuk melakukan promosi pencegahan dan pengentasan masalah stunting dengan lebih efektif dan berdampak luas.","SimanjuntakM., YuliatiL. N., RizkillahR., & MaulidinaA. (2022). PENGARUH INOVASI EDUKASI GIZI MASYARAKAT BERBASIS SOCIAL MEDIA MARKETING TERHADAP PENGETAHUAN, SIKAP, DAN PERILAKU DALAM UPAYA PENCEGAHAN STUNTING. Jurnal Ilmu Keluarga & Konsumen, 15(2), 164-177. https://doi.org/10.24156/jikk.2022.15.2.164","['test', 'media', 'sosial']","[0.09063218163799382, 0.0888485449062859, 0.08386632119699708]","{'test': 0.09063218163799382, 'media': 0.0888485449062859, 'sosial': 0.08386632119699708}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/37225/23730,MENYELISIK ISU PERLINDUNGAN KONSUMEN PADA KLAUSULA EKSONERASI DI SEKTOR JASA KEUANGAN DAN RETAIL DENGAN PENDEKATAN MIXED METHODS,"Sepanjang tahun 2021, Badan Perlindungan Konsumen Nasional (BPKN) telah menerima 2.113 pengaduan dari sektor jasa keuangan dan 427 dari sektor retail yang mana permasalahan terkait klausula eksonerasi adalah salah satu masalah yang sering diadukan oleh konsumen. Tujuan penelitian ini adalah menganalisis pengaruh pengetahuan dan sikap terhadap perilaku terkait klausula eksonerasi, dan mengeksplorasi peran Badan Penyelesaian Sengketa Konsumen (BPSK) dalam pengawasan klausula eksonerasi. Penelitian ini menggunakan metode campuran sekuensial yang mengombinasikan pendekatan kuantitatif dan kualitatif. Survei dilakukan terhadap 170 responden yang dipilih secara sukarela. Hasil analisis deskriptif menunjukkan bahwa pengetahuan, sikap, dan perilaku terkait klausula eksonerasi masih kurang.  Hanya pengetahuan yang berpengaruh signifikan terhadap sikap konsumen. Kemudian, hasil wawancara mendalam menyimpulkan bahwa peran BPSK masih belum efektif dan cenderung pasif dalam mengawasi pencantuman klausula eksonerasi. Hal ini disebabkan belum adanya petunjuk teknis dan petunjuk pelaksanaan yang jelas terkait pelaksanaan pengawasan pencantuman klausula eksonerasi. Oleh karena itu, diperlukan satu lembaga khusus dengan wewenang memeriksa, memvalidasi, dan mensertifikasi klausula baku sebelum diberlakukan kepada konsumen.","SyarifaR., RahmawatiL., Andini P. F., SimanjuntakM., & AnggrainiA. M. T. (2022). MENYELISIK ISU PERLINDUNGAN KONSUMEN PADA KLAUSULA EKSONERASI DI SEKTOR JASA KEUANGAN DAN RETAIL DENGAN PENDEKATAN MIXED METHODS. Jurnal Ilmu Keluarga & Konsumen, 15(2), 178-191. https://doi.org/10.24156/jikk.2022.15.2.178","['klausula', 'konsumen', 'eksonerasi']","[0.10727541046168365, 0.1029127655512645, 0.10021832129258545]","{'klausula': 0.10727541046168365, 'konsumen': 0.1029127655512645, 'eksonerasi': 0.10021832129258545}",Indonesia
https://jurnal.ipb.ac.id/index.php/jikk/article/view/36167/23026,ANALISIS KONTEKS WILAYAH TERHADAP PERCERAIAN DI PROVINSI JAWA TIMUR,"Kajian terhadap terjadinya perceraian lebih banyak dilihat dari  faktor individual dan rumah tangga dan kurang banyak dikaji dari aspek konteks wilayah.  Penelitian ini bertujuan untuk  menganalisis konteks wilayah dengan menganalisis kecenderungan dan sebaran spasial tingkat perceraian di Jawa Timur tahun 2012-2020 dan menganalisis hubungan antara faktor sosial ekonomi wilayah dengan tingkat perceraian di Jawa Timur. Data yang digunakan dalam penelitian adalah data sekunder dari publikasi Badan Pusat Statistik. Analisis kecenderungan dan persebaran tingkat perceraian di Jawa Timur dilakukan secara deskriptif dan menggunakan indeks Hoover. Sementara itu, analisis hubungan antara tingkat perceraian dengan faktor sosial ekonomi wilayah menggunakan uji korelasi Pearson. Penelitian ini menemukan adanya peningkatan tingkat perceraian di Jawa Timur dari tahun 2012-2020 dengan persebaran tingkat perceraian yang tidak merata dan cenderung terkonsentrasi di wilayah tertentu. Hal tersebut tercermin dari semakin meningkatnya indeks Hoover. Faktor konteks wilayah di Jawa Timur yang berhubungan signifikan dengan tingkat perceraian adalah rata-rata lama sekolah dan persentase penduduk miskin. Perceraian memiliki korelasi positif dengan rata-rata lama sekolah dan sementara memiliki korelasi negatif dengan persentase penduduk miskin. Penelitian ini merekomendasikan cara mengurangi  tingkat perceraian di Jawa Timur, yaitu tidak hanya dilakukan dengan memperbaiki tingkat pendidikan dan kemakmuran penduduk, tetapi juga memperbaiki kualitas pendidikan dan mendorong dekonsentrasi pendidikan dan kemakmuran.","RofiA., & Salsabila G. (2022). ANALISIS KONTEKS WILAYAH TERHADAP PERCERAIAN DI PROVINSI JAWA TIMUR. Jurnal Ilmu Keluarga & Konsumen, 15(1), 1-13. https://doi.org/10.24156/jikk.2022.15.1.1","['tingkat', 'perceraian', 'wilayah']","[0.12986554371511683, 0.12137264027662605, 0.09647856411024333]","{'tingkat': 0.12986554371511683, 'perceraian': 0.12137264027662605, 'wilayah': 0.09647856411024333}",Indonesia
